state,value
Alabama,134.3
Alaska,68.4
Arizona,88.5
Arkansas,120.8
California,55.8
Colorado,72
Connecticut,68.6
Delaware,101.1
District of Columbia,37.1
Florida,87.6
Georgia,90.2
Hawaii,50.1
Idaho,88.6
Illinois,63.1
Indiana,107.1
Iowa,62.3
Kansas,86.1
Kentucky,136.5
Louisiana,112.6
Maine,92.8
Maryland,71.2
Massachusetts,67.9
Michigan,96
Minnesota,59
Mississippi,118.1
Missouri,91
Montana,87.2
Nebraska,69
Nevada,97.3
New Hampshire,81.6
New Jersey,61
New Mexico,81.9
New York,51
North Carolina,93.1
North Dakota,63
Ohio,102.4
Oklahoma,119.6
Oregon,101.2
Pennsylvania,81
Rhode Island,82.7
South Carolina,98.6
South Dakota,54
Tennessee,140
Texas,73
Utah,86.6
Vermont,54.1
Virginia,75.5
Washington,85
West Virginia,143.1
Wisconsin,74.4
Wyoming,80.4
